x,y
-0.67486,-0.711478
-0.629826,-0.750183
-0.63912,-0.716878
-0.442826,-0.874062
-0.397505,-0.898711
-0.411465,-0.870358
-0.710695,-0.673923
-0.750621,-0.63397
-0.717867,-0.640676
-0.29775,-0.932913
-0.354022,-0.919559
-0.319911,-0.91029
-0.898836,-0.396973
-0.874146,-0.445619
-0.870253,-0.414605
-0.026333,-0.982265
-0.0783586,-0.982399
-0.0518813,-0.967021
-0.919971,-0.352211
-0.932372,-0.297425
-0.909493,-0.319492
0.0753599,-0.976518
0.0231042,-0.984553
0.0462732,-0.963411
-0.985593,-0.024177
-0.976878,-0.0750703
-0.964836,-0.0464897
0.35194,-0.917585
0.29637,-0.930803
0.318647,-0.905445
-0.981024,0.0784
-0.98292,0.0257872
-0.966302,0.0516925
0.446458,-0.876162
0.39754,-0.896212
0.415682,-0.869778
-0.919532,0.3544
-0.931664,0.303089
-0.909468,0.323971
0.677668,-0.715213
0.63107,-0.749047
0.643388,-0.719276
-0.872309,0.44507
-0.900746,0.399626
-0.87186,0.413647
0.74558,-0.632323
0.709906,-0.67694
0.712879,-0.64103
-0.718014,0.669584
-0.741475,0.643652
0.897354,-0.3962
0.876704,-0.445518
0.871097,-0.41424
-0.637841,0.746901
-0.677784,0.709324
-0.647618,0.713284
0.919206,-0.351872
0.932566,-0.297201
0.908716,-0.319567
-0.397682,0.89734
-0.448189,0.872065
-0.416142,0.867585
0.98187,-0.0353528
0.979934,-0.0700203
-0.352581,0.919523
-0.296456,0.932891
-0.320288,0.909207
0.975848,0.0758175
0.980958,0.0194191
0.959132,0.0442062
-0.0241522,0.981358
-0.0750499,0.980711
-0.0491131,0.964189
0.915617,0.353929
0.931647,0.300643
0.905355,0.321627
0.0776736,0.976177
0.0252062,0.98424
0.0499086,0.962792
0.871828,0.448129
0.900198,0.401694
0.870859,0.418713
0.352928,0.920364
0.301706,0.933339
0.323475,0.911192
0.712157,0.676927
0.747846,0.639508
0.719107,0.646179
0.446624,0.876671
0.397607,0.898731
0.414845,0.873402
0.674914,0.71379
0.637334,0.749348
0.644174,0.72025
-0.679105,-0.678827
0.681144,0.683621
0.502247,0.832864
0.461311,0.838506
0.577545,0.787018
0.525512,0.79075
0.596956,0.752458
0.782899,0.582672
0.749266,0.600856
0.829923,0.510753
0.78654,0.534979
0.832881,0.467892
0.369071,0.895606
0.89274,0.373198
0.14902,0.963975
0.109233,0.948869
0.23062,0.948584
0.186486,0.93391
0.263243,0.920699
0.950262,0.226411
0.920301,0.260535
0.966092,0.142952
0.937269,0.179262
0.949901,0.105464
-0.566161,-0.795445
-0.585122,-0.756658
-0.497483,-0.840626
-0.517958,-0.801043
-0.458313,-0.84018
0.000827982,0.966432
0.963664,-0.0147067
-0.3686,0.893474
-0.510291,0.835239
-0.46989,0.836892
-0.581644,0.789016
-0.53697,0.795554
-0.601023,0.752361
0.892838,-0.367175
-0.689871,0.671812
0.838428,-0.500656
0.842548,-0.4612
0.789704,-0.571793
0.796937,-0.521387
0.75004,-0.588072
0.9497,-0.223919
0.920155,-0.2561
0.967164,-0.14254
0.937309,-0.177553
0.95522,-0.0982625
0.681268,-0.685434
-0.830147,0.510195
-0.834671,0.462754
-0.781122,0.585182
-0.786168,0.535177
-0.742243,0.605859
0.566252,-0.792586
0.586237,-0.752795
0.498492,-0.839962
0.518612,-0.797775
0.462157,-0.84206
-0.897118,0.371765
0.367775,-0.890425
-0.967065,0.144993
-0.956452,0.10782
-0.949163,0.23
-0.93768,0.182163
-0.919719,0.264179
0.220868,-0.948355
0.253534,-0.916766
0.140971,-0.964599
0.174392,-0.933102
0.103119,-0.949048
-0.218846,0.94762
-0.253338,0.917712
-0.13709,0.966399
-0.172332,0.933541
-0.101898,0.954661
-0.969346,0.0017102
-0.00300274,-0.967651
-0.895291,-0.367827
-0.143901,-0.966994
-0.107182,-0.957661
-0.224037,-0.948785
-0.177482,-0.936591
-0.25524,-0.919951
-0.947258,-0.224028
-0.917634,-0.256055
-0.964309,-0.14324
-0.932138,-0.177888
-0.949305,-0.103994
-0.369046,-0.8952
-0.791887,-0.571415
-0.755206,-0.592289
-0.839045,-0.500541
-0.797704,-0.523795
-0.839405,-0.462936
-0.611179,-0.690641
-0.649932,-0.64719
-0.617747,-0.653605
0.656248,0.657902
0.609349,0.696714
0.615192,0.664535
0.402144,0.837897
0.431345,0.8118
0.499842,0.742612
0.576318,0.716797
0.531237,0.703219
0.692967,0.611775
0.711824,0.579626
0.736419,0.506465
0.79059,0.446782
0.737511,0.46113
0.351647,0.866372
0.320834,0.876285
0.367481,0.833993
0.840993,0.400074
0.856006,0.37003
0.0385306,0.926573
0.101435,0.900238
0.0584977,0.891326
0.254419,0.873734
0.177883,0.882153
0.213192,0.849863
0.29024,0.851468
0.862873,0.311232
0.874969,0.244976
0.843834,0.274689
0.902143,0.100692
0.888357,0.172472
0.869422,0.13139
-0.553545,-0.723747
-0.570307,-0.691034
-0.490353,-0.760663
-0.506978,-0.722154
-0.434825,-0.800899
-0.446389,-0.760965
-0.391752,-0.839497
-0.399624,-0.80392
0.00589055,0.929797
-0.0518728,0.924849
-0.0218494,0.905382
0.927101,-0.0228697
0.916333,0.0381941
0.901597,0.00524402
-0.349066,0.861628
-0.315459,0.87172
-0.399421,0.830306
-0.361429,0.828216
-0.455972,0.797077
-0.417549,0.794971
-0.517537,0.758575
-0.476938,0.758445
-0.577316,0.725668
-0.538502,0.725344
-0.620981,0.681476
-0.587497,0.6884
0.870539,-0.313812
0.860101,-0.347206
-0.667603,0.638394
-0.628879,0.644098
-0.704127,0.575528
-0.668969,0.592619
0.829177,-0.399521
0.808698,-0.430556
0.757624,-0.486608
0.714417,-0.552014
0.714768,-0.500955
0.87455,-0.245493
0.848784,-0.280839
0.889356,-0.170179
0.856142,-0.205937
0.912383,-0.0917824
0.876374,-0.128685
0.900949,-0.0562635
0.677333,-0.613016
0.649112,-0.666498
0.642204,-0.629989
-0.846038,0.384576
-0.79545,0.434205
-0.807266,0.387451
-0.745355,0.501452
-0.702192,0.521128
0.623156,-0.689009
0.557239,-0.715895
0.58184,-0.68188
0.486466,-0.753631
0.436996,-0.809804
0.441186,-0.763562
-0.864608,0.357773
-0.870956,0.325557
0.406197,-0.829568
0.346927,-0.850814
0.367207,-0.816391
-0.925879,0.0580294
-0.917554,0.0948952
-0.872847,0.252891
-0.889109,0.172143
-0.85372,0.208692
-0.84628,0.293387
0.312545,-0.860176
0.239808,-0.86722
0.276542,-0.835988
0.0921643,-0.902281
0.164158,-0.882059
0.119783,-0.866789
-0.241365,0.8625
-0.155674,0.877455
-0.190216,0.836321
-0.0876758,0.916607
-0.934595,-0.00273401
-0.930502,-0.0343673
-0.907745,0.0276799
0.0315901,-0.926431
-0.00079315,-0.930255
-0.865068,-0.348012
-0.873754,-0.314074
-0.838996,-0.396542
-0.837355,-0.359094
-0.0587402,-0.931765
-0.0947898,-0.923929
-0.163231,-0.886215
-0.242602,-0.872812
-0.197148,-0.85127
-0.863874,-0.24488
-0.879083,-0.16761
-0.840442,-0.202576
-0.903271,-0.0928985
-0.896509,-0.0518523
-0.346545,-0.865885
-0.31321,-0.874881
-0.35529,-0.838534
-0.693061,-0.601061
-0.717068,-0.568366
-0.798264,-0.442471
-0.75377,-0.499559
-0.75397,-0.455841
-0.801748,-0.407091
-0.656716,-0.602671
0.661121,0.616805
0.448157,0.729701
0.418824,0.766289
0.695336,0.532927
0.79967,0.408381
0.836401,0.340365
0.132618,0.863587
0.885292,0.0650325
0.856019,0.204063
0.822697,-0.361511
0.765265,-0.435233
0.674411,-0.56825
-0.750112,0.447922
0.505108,-0.711542
-0.879596,0.122049
0.0497222,-0.892772
0.196908,-0.847766
-0.279654,0.840192
-0.10621,0.872258
-0.0309823,-0.909612
-0.117258,-0.882887
-0.278411,-0.850365
-0.842873,-0.280832
-0.865219,-0.121867
-0.709815,-0.523255
0.119364,0.810473
0.0328347,0.844354
0.062518,0.800152
0.592787,0.629424
0.514587,0.648527
0.549111,0.614513
0.787805,0.338851
0.793602,0.266788
0.764045,0.301817
0.637026,0.518756
0.693225,0.425752
0.602148,0.470664
0.629694,0.427245
0.625139,0.59489
0.605268,0.55507
0.766087,0.376823
0.71272,0.379846
0.210128,0.79055
0.161564,0.769728
0.858216,-0.00932307
0.856656,-0.049392
0.81624,0.121779
0.804295,0.193786
0.783451,0.152585
0.630399,-0.539598
0.598832,-0.609697
0.58995,-0.564072
0.834523,0.0536515
0.822183,0.0122461
0.798192,0.0797002
0.671374,-0.467376
0.720487,-0.391322
0.669451,-0.409118
0.773014,0.226799
-0.0914372,-0.849091
-0.196203,-0.794611
-0.0964649,-0.796243
-0.145349,-0.766189
-0.479994,-0.678838
-0.549124,-0.65251
-0.505377,-0.641907
-0.413751,-0.717945
-0.43073,-0.674329
-0.36055,-0.773017
-0.363112,-0.726977
0.627011,-0.489782
-0.17706,0.779812
-0.0634303,0.830305
-0.124289,0.749517
-0.0692895,0.772167
-0.706169,0.411591
-0.655215,0.488583
-0.654434,0.432576
-0.399327,0.753839
-0.336479,0.786275
-0.356249,0.747233
-0.458679,0.714013
-0.41949,0.711512
-0.522736,0.684754
-0.483511,0.673553
-0.553533,0.660261
0.784113,-0.329584
0.730666,-0.337766
0.799762,-0.282305
-0.620619,0.568131
-0.597093,0.603537
0.564424,-0.639076
-0.77361,0.344795
-0.717851,0.355219
0.804582,-0.198882
0.773969,-0.239904
0.826455,-0.119212
0.787877,-0.15365
0.818172,-0.0754374
0.481055,-0.663417
0.397951,-0.733618
0.389308,-0.680275
0.428587,-0.646055
0.354771,-0.766682
0.2689,-0.781906
0.307131,-0.747835
0.51577,-0.624966
-0.6088,0.518496
-0.861018,0.0191065
-0.828313,0.106468
-0.819496,0.0541568
0.104203,-0.815746
0.184629,-0.795801
0.1363,-0.779052
0.029301,-0.843854
-0.0412108,-0.867981
-0.0151634,-0.833593
0.0561638,-0.80232
-0.288312,0.788159
-0.215091,0.733593
-0.262434,0.737292
0.219886,-0.761173
-0.795389,-0.295693
-0.783597,-0.188186
-0.739078,-0.224159
-0.747184,-0.276457
-0.813925,-0.102334
-0.853874,-0.0287925
-0.809342,-0.0503054
-0.663986,-0.495636
-0.708794,-0.419597
-0.662765,-0.435696
-0.798558,-0.340016
-0.770944,-0.133687
-0.287408,-0.800379
-0.330952,-0.797544
0.426572,0.670881
0.461607,0.6291
0.343136,0.795766
0.365278,0.754159
-0.620757,-0.567946
-0.620283,-0.518091
-0.555232,0.612775
-0.0148723,0.855187
-0.580815,-0.627768
-0.57704,-0.586629
-0.798297,0.199641
-0.782402,0.147512
0.296708,0.803328
-0.793801,0.295182
-0.764945,0.245636
0.257822,0.766283
-0.250654,-0.766166
-0.772369,-0.371599
-0.723708,-0.370736
0.338966,0.707493
0.370927,0.660802
-0.574554,-0.491364
-0.612227,-0.407004
-0.56772,-0.440217
-0.490644,-0.593612
-0.530617,-0.563075
0.681322,0.337688
0.710928,0.29763
-0.130916,0.688702
-0.186931,0.678861
-0.320806,-0.683279
-0.263846,-0.703249
-0.405303,-0.624238
-0.346018,-0.624156
-0.726061,0.13374
-0.701618,0.244181
-0.678629,0.184415
-0.388579,0.667697
-0.345271,0.692135
-0.467942,0.623394
-0.412199,0.620039
-0.508865,0.58711
0.295552,-0.690964
0.334549,-0.656468
-0.439834,-0.580452
0.502656,-0.573527
0.542427,-0.542012
0.717645,-0.234875
0.733364,-0.140339
0.693746,-0.180542
0.689992,-0.285458
0.773211,-0.0103683
0.77076,-0.0579829
-0.76417,0.0345933
-0.716646,0.0731333
-0.674715,0.304151
-0.605294,0.398764
-0.613893,0.326711
0.0445537,0.743014
0.149516,0.715521
0.0893507,0.699129
-0.717053,-0.108946
-0.679371,-0.205806
-0.669999,-0.145092
0.550714,0.561559
0.507719,0.530389
0.527395,0.475809
-0.0457003,-0.782469
0.412905,-0.587113
0.452259,-0.553036
0.277938,0.712054
-0.151532,-0.703772
-0.215577,-0.669276
-0.299622,0.68031
0.453137,0.563916
-0.0157038,0.725957
-0.761159,-0.0219699
-0.711852,-0.049257
0.621742,0.331465
0.58961,0.375115
-0.553688,0.494404
-0.503226,0.530935
-0.0279971,0.661923
-0.0882094,0.647319
0.74412,0.0656395
0.731479,0.0169765
0.724506,0.220027
0.728167,0.143525
0.700503,0.177954
0.621506,-0.381855
0.62742,-0.279906
0.599629,-0.325946
0.691977,0.25583
0.579272,-0.463129
0.57569,-0.413461
0.535137,-0.490886
0.206057,-0.707127
0.243492,-0.670989
0.724531,-0.0884461
-0.550964,0.430679
0.0350914,-0.751035
-0.0223083,-0.741445
-0.701692,-0.319917
-0.648121,-0.307556
-0.633906,-0.245743
0.32099,-0.60012
0.360067,-0.564985
0.118637,-0.726535
0.0654688,-0.711945
0.153138,-0.689239
-0.528605,-0.517665
-0.603137,-0.348917
0.346102,0.604756
0.393277,0.549651
-0.278293,0.621331
-0.212944,0.623581
-0.103557,-0.671465
-0.0454091,-0.690195
0.18512,0.66404
0.244709,0.662102
0.63679,0.234893
0.596162,0.27047
0.488103,0.42834
0.522771,0.371066
0.706884,0.0986589
-0.390093,0.56219
-0.321272,0.559408
0.589263,-0.212607
0.627936,-0.163825
-0.545159,-0.329589
-0.505863,-0.432313
-0.492392,-0.379771
-0.440197,0.50937
0.085508,0.635767
0.145768,0.611175
-0.616563,0.164603
-0.658978,0.0469732
-0.606327,0.0877691
-0.561452,0.288393
-0.561384,0.211116
0.280912,0.601495
-0.657195,-0.0188538
-0.497051,0.401075
-0.436746,0.443236
-0.61128,-0.11964
-0.577091,-0.227966
-0.563837,-0.162577
0.0284177,0.615618
-0.603677,-0.0530907
-0.215549,-0.607425
-0.323258,-0.568115
-0.263877,-0.561113
0.641938,0.182666
0.648045,0.0888282
0.610763,0.138405
-0.163031,-0.587272
-0.115086,-0.616816
-0.49894,0.330842
0.537602,-0.326626
0.527685,-0.382835
0.370059,0.487299
0.414432,0.429187
-0.171563,0.576507
-0.102843,0.590403
0.675767,-0.00623533
0.67127,-0.0640433
-0.533328,-0.27045
0.491504,-0.280185
0.515374,-0.212206
0.485892,-0.465578
0.442786,-0.496212
-0.432088,-0.516421
-0.480886,-0.484171
-0.374796,-0.504166
0.482022,-0.407195
0.629568,0.032597
0.227879,-0.614061
0.266381,-0.577688
0.0460328,-0.659482
-0.00744545,-0.647322
0.0817888,-0.619035
0.135725,-0.634201
0.614293,-0.09922
0.389821,-0.472062
0.346457,-0.506758
0.491341,0.31251
0.5326,0.255565
0.250128,0.546101
0.174573,0.553843
-0.297521,0.502159
-0.184247,0.522656
-0.235821,0.495637
-0.475797,-0.252618
-0.44041,-0.361412
-0.435645,-0.293398
-0.503706,-0.141789
-0.459428,-0.189345
0.568747,0.0157314
0.557969,-0.0582775
-0.0558563,0.544836
0.0151924,0.555447
-0.541786,0.051897
-0.540918,-0.0231358
0.431192,-0.374558
0.430756,-0.303757
0.382098,-0.40879
0.5476,0.134429
0.524061,0.0679859
0.469645,-0.151262
0.493645,-0.0761339
-0.381354,0.410683
-0.325731,0.438556
0.292101,0.487009
-0.242351,-0.4971
-0.352393,-0.445592
-0.279328,-0.445529
-0.0253296,-0.5939
0.063732,-0.564271
0.0100919,-0.551297
-0.444337,0.299197
-0.387055,0.336877
0.380917,0.366563
0.423158,0.307161
0.507442,0.190077
-0.49909,0.17931
-0.444554,0.224941
-0.150088,-0.5339
-0.181079,-0.49004
-0.489728,0.0969251
0.173032,-0.595161
-0.382679,-0.387631
-0.48839,-0.068897
-0.0755007,0.487947
-0.135172,0.479664
0.0667186,0.501919
0.142495,0.50018
0.262363,0.429478
0.306807,0.367143
-0.0748217,-0.582124
0.155413,-0.538343
0.100049,-0.52262
0.437772,0.180242
0.394747,0.240381
0.291038,-0.483611
0.250039,-0.519406
-0.0957246,-0.53136
-0.0327824,0.438958
0.0383881,0.442319
-0.332213,0.303902
-0.269787,0.398265
-0.270568,0.337417
0.460168,0.0548805
0.414037,0.111489
-0.378716,-0.281172
-0.344846,-0.333726
-0.153833,-0.435504
-0.251123,-0.386788
-0.1869,-0.383823
-0.39804,-0.175951
-0.357479,-0.226999
0.32402,-0.382805
0.276324,-0.42293
0.193918,-0.49896
0.371372,-0.270981
0.397945,-0.153825
0.358161,-0.207275
0.313729,-0.315797
0.44053,-0.0152303
0.188313,0.434906
-0.0112497,-0.496578
0.0800062,-0.465336
0.0223472,-0.452269
-0.423206,-0.0571503
-0.426207,0.0715634
-0.397338,0.00313918
-0.387808,0.196891
-0.332749,0.238172
-0.0675741,-0.488417
-0.094692,-0.436421
-0.22241,0.432036
-0.163589,0.424524
-0.286354,-0.332947
-0.377133,-0.116649
-0.0574299,0.383885
-0.128565,0.377734
0.317951,0.234199
0.272252,0.30156
0.355393,-0.0923823
0.373977,-0.0289163
0.176402,-0.440226
0.117854,-0.422326
-0.378823,0.125898
0.346097,0.0985367
0.293037,0.161109
0.217809,-0.399991
-0.0627736,-0.387138
-0.157154,-0.328145
-0.0921697,-0.330543
-0.00205876,-0.394826
0.287606,-0.17909
0.288915,-0.110544
0.325675,0.0282426
0.158132,0.379476
0.197628,0.308464
-0.258392,-0.274358
-0.295648,-0.220964
-0.215533,0.300304
-0.278369,0.205975
-0.222798,0.234592
0.0839839,0.38515
-0.018972,0.332853
0.0512712,0.330757
0.0970286,-0.362212
0.0347745,-0.347779
-0.150814,0.32001
0.20156,-0.336859
0.139327,-0.31698
0.249784,-0.29279
-0.193416,-0.272521
0.23687,-0.219788
-0.326541,-0.000889324
-0.322841,0.107526
-0.299428,0.0491628
0.220829,0.143
0.158456,0.257539
0.166207,0.187665
-0.311866,-0.111224
-0.270941,-0.164492
-0.104109,0.275266
-0.0434014,0.281958
0.258342,0.0143749
0.240167,-0.060946
-0.287142,-0.0557545
-0.277446,0.146322
0.206556,0.0665604
-0.113803,0.217253
-0.167773,0.196285
0.168529,-0.202018
0.171549,-0.0717263
0.140401,-0.136195
0.0862472,0.274159
-0.0101679,0.222881
0.0492374,0.217178
0.00743342,-0.285528
-0.058796,-0.27598
-0.166269,-0.217565
-0.206539,-0.16293
-0.0532044,0.182271
0.119209,-0.255141
0.0495701,-0.238121
-0.238327,0.0526161
-0.226849,0.111
-0.215037,-0.0509284
-0.193335,0.00739018
-0.0966344,-0.218626
-0.05074,0.121305
-0.172747,0.132347
-0.116312,0.0923488
0.136439,0.0508028
0.119607,-0.0121629
0.09389,0.16261
0.0783949,0.102188
0.0326389,-0.18143
0.07415,-0.132626
0.00879019,0.0814692
-0.17536,-0.104837
-0.075913,-0.167513
-0.0205401,-0.156373
-0.114368,-0.108358
0.0527515,-0.0253594
0.0384429,-0.0813542
-0.125422,0.0257762
-0.0686607,-0.00984839
-2.0874e-05,0.016888
-0.0701004,-0.0670338
-0.0157692,-0.0962923
